State,County,"Total law
enforcement
employees","Total
officers","Total
civilians"
NORTH DAKOTA-Nonmetropolitan Counties,Traill,13,8,5
NORTH DAKOTA-Nonmetropolitan Counties,Walsh,16,10,6
NORTH DAKOTA-Nonmetropolitan Counties,Ward,47,22,25
NORTH DAKOTA-Nonmetropolitan Counties,Wells,3,3,0
NORTH DAKOTA-Nonmetropolitan Counties,Williams,43,27,16
OHIO-Metropolitan Counties,Allen,150,71,79
OHIO-Metropolitan Counties,Belmont,59,53,6
OHIO-Metropolitan Counties,Brown,44,28,16
OHIO-Metropolitan Counties,Carroll,25,19,6
OHIO-Metropolitan Counties,Clark,152,123,29
OHIO-Metropolitan Counties,Clermont,187,81,106
OHIO-Metropolitan Counties,Cuyahoga,"1,056",159,897
OHIO-Metropolitan Counties,Erie,66,35,31
OHIO-Metropolitan Counties,Fairfield,133,106,27
OHIO-Metropolitan Counties,Franklin,825,647,178
OHIO-Metropolitan Counties,Fulton,31,20,11
OHIO-Metropolitan Counties,Geauga,115,48,67
OHIO-Metropolitan Counties,Greene,128,82,46
OHIO-Metropolitan Counties,Hamilton,826,312,514
OHIO-Metropolitan Counties,Lake,168,39,129
OHIO-Metropolitan Counties,Licking,180,121,59
OHIO-Metropolitan Counties,Madison,38,29,9
OHIO-Metropolitan Counties,Mahoning,215,200,15
OHIO-Metropolitan Counties,Miami,83,46,37
OHIO-Metropolitan Counties,Montgomery,456,200,256
OHIO-Metropolitan Counties,Morrow,52,21,31
OHIO-Metropolitan Counties,Ottawa,61,22,39
OHIO-Metropolitan Counties,Portage,128,57,71
OHIO-Metropolitan Counties,Preble,38,11,27
OHIO-Metropolitan Counties,Richland,107,35,72
OHIO-Metropolitan Counties,Stark,178,98,80
OHIO-Metropolitan Counties,Summit,417,341,76
OHIO-Metropolitan Counties,Trumbull,137,52,85
OHIO-Metropolitan Counties,Union,54,34,20
OHIO-Metropolitan Counties,Warren,182,95,87
OHIO-Metropolitan Counties,Washington,79,40,39
OHIO-Metropolitan Counties,Wood,119,73,46
OHIO-Nonmetropolitan Counties,Adams,25,18,7
OHIO-Nonmetropolitan Counties,Ashland,68,40,28
OHIO-Nonmetropolitan Counties,Auglaize,55,22,33
OHIO-Nonmetropolitan Counties,Champaign,19,17,2
OHIO-Nonmetropolitan Counties,Clinton,65,35,30
OHIO-Nonmetropolitan Counties,Columbiana,29,20,9
OHIO-Nonmetropolitan Counties,Coshocton,51,40,11
OHIO-Nonmetropolitan Counties,Crawford,54,22,32
OHIO-Nonmetropolitan Counties,Darke,59,35,24
OHIO-Nonmetropolitan Counties,Defiance,33,20,13
OHIO-Nonmetropolitan Counties,Fayette,34,22,12
OHIO-Nonmetropolitan Counties,Gallia,32,22,10
OHIO-Nonmetropolitan Counties,Guernsey,41,19,22
OHIO-Nonmetropolitan Counties,Hancock,83,33,50
OHIO-Nonmetropolitan Counties,Henry,21,18,3
OHIO-Nonmetropolitan Counties,Highland,45,30,15
OHIO-Nonmetropolitan Counties,Hocking,24,19,5
OHIO-Nonmetropolitan Counties,Holmes,45,31,14
OHIO-Nonmetropolitan Counties,Huron,64,20,44
OHIO-Nonmetropolitan Counties,Jackson,17,12,5
OHIO-Nonmetropolitan Counties,Logan,70,37,33
OHIO-Nonmetropolitan Counties,Marion,33,29,4
OHIO-Nonmetropolitan Counties,Meigs,15,13,2
OHIO-Nonmetropolitan Counties,Mercer,51,25,26
OHIO-Nonmetropolitan Counties,Monroe,20,13,7
OHIO-Nonmetropolitan Counties,Morgan,15,9,6
OHIO-Nonmetropolitan Counties,Muskingum,106,69,37
OHIO-Nonmetropolitan Counties,Noble,19,8,11
OHIO-Nonmetropolitan Counties,Paulding,22,14,8
OHIO-Nonmetropolitan Counties,Perry,15,10,5
OHIO-Nonmetropolitan Counties,Putnam,54,30,24
OHIO-Nonmetropolitan Counties,Ross,83,54,29
OHIO-Nonmetropolitan Counties,Sandusky,52,28,24
OHIO-Nonmetropolitan Counties,Scioto,70,38,32
OHIO-Nonmetropolitan Counties,Seneca,80,37,43
OHIO-Nonmetropolitan Counties,Shelby,59,38,21
OHIO-Nonmetropolitan Counties,Tuscarawas,94,27,67
OHIO-Nonmetropolitan Counties,Van Wert,36,20,16
OHIO-Nonmetropolitan Counties,Vinton,15,10,5
OHIO-Nonmetropolitan Counties,Williams,20,16,4
OHIO-Nonmetropolitan Counties,Wyandot,23,12,11
OKLAHOMA-Metropolitan Counties,Canadian,71,46,25
OKLAHOMA-Metropolitan Counties,Cleveland,87,41,46
OKLAHOMA-Metropolitan Counties,Comanche,40,29,11
OKLAHOMA-Metropolitan Counties,Creek,66,38,28
OKLAHOMA-Metropolitan Counties,Grady,14,13,1
OKLAHOMA-Metropolitan Counties,Le Flore,17,12,5
OKLAHOMA-Metropolitan Counties,Lincoln,34,13,21
OKLAHOMA-Metropolitan Counties,Logan,52,18,34
OKLAHOMA-Metropolitan Counties,McClain,26,17,9
OKLAHOMA-Metropolitan Counties,Oklahoma,749,209,540
OKLAHOMA-Metropolitan Counties,Okmulgee,15,14,1
OKLAHOMA-Metropolitan Counties,Osage,76,40,36
OKLAHOMA-Metropolitan Counties,Pawnee,18,8,10
OKLAHOMA-Metropolitan Counties,Rogers,83,33,50
OKLAHOMA-Metropolitan Counties,Sequoyah,46,16,30
OKLAHOMA-Metropolitan Counties,Tulsa,538,232,306
OKLAHOMA-Metropolitan Counties,Wagoner,52,19,33
OKLAHOMA-Nonmetropolitan Counties,Adair,30,9,21
OKLAHOMA-Nonmetropolitan Counties,Alfalfa,9,4,5
OKLAHOMA-Nonmetropolitan Counties,Atoka,22,7,15
OKLAHOMA-Nonmetropolitan Counties,Beaver,12,7,5
OKLAHOMA-Nonmetropolitan Counties,Beckham,33,11,22
OKLAHOMA-Nonmetropolitan Counties,Blaine,15,7,8
OKLAHOMA-Nonmetropolitan Counties,Bryan,51,17,34
OKLAHOMA-Nonmetropolitan Counties,Caddo,28,16,12
OKLAHOMA-Nonmetropolitan Counties,Carter,21,18,3
OKLAHOMA-Nonmetropolitan Counties,Cherokee,32,23,9
OKLAHOMA-Nonmetropolitan Counties,Choctaw,15,5,10
OKLAHOMA-Nonmetropolitan Counties,Cimarron,7,4,3
OKLAHOMA-Nonmetropolitan Counties,Coal,9,6,3
OKLAHOMA-Nonmetropolitan Counties,Cotton,12,8,4
OKLAHOMA-Nonmetropolitan Counties,Craig,26,10,16
OKLAHOMA-Nonmetropolitan Counties,Custer,37,14,23
OKLAHOMA-Nonmetropolitan Counties,Delaware,41,18,23
OKLAHOMA-Nonmetropolitan Counties,Dewey,11,4,7
OKLAHOMA-Nonmetropolitan Counties,Ellis,18,6,12
OKLAHOMA-Nonmetropolitan Counties,Garfield,61,23,38
OKLAHOMA-Nonmetropolitan Counties,Garvin,31,19,12
OKLAHOMA-Nonmetropolitan Counties,Grant,12,5,7
OKLAHOMA-Nonmetropolitan Counties,Greer,8,4,4
OKLAHOMA-Nonmetropolitan Counties,Harmon,4,3,1
OKLAHOMA-Nonmetropolitan Counties,Harper,9,5,4
OKLAHOMA-Nonmetropolitan Counties,Haskell,16,8,8
OKLAHOMA-Nonmetropolitan Counties,Hughes,14,7,7
OKLAHOMA-Nonmetropolitan Counties,Jackson,36,13,23
OKLAHOMA-Nonmetropolitan Counties,Jefferson,15,6,9
OKLAHOMA-Nonmetropolitan Counties,Johnston,27,8,19
OKLAHOMA-Nonmetropolitan Counties,Kay,20,13,7
OKLAHOMA-Nonmetropolitan Counties,Kingfisher,14,8,6
OKLAHOMA-Nonmetropolitan Counties,Kiowa,16,7,9
OKLAHOMA-Nonmetropolitan Counties,Latimer,15,11,4
OKLAHOMA-Nonmetropolitan Counties,Love,22,8,14
OKLAHOMA-Nonmetropolitan Counties,Major,13,5,8
OKLAHOMA-Nonmetropolitan Counties,Marshall,27,8,19
OKLAHOMA-Nonmetropolitan Counties,Mayes,45,20,25
OKLAHOMA-Nonmetropolitan Counties,McCurtain,19,16,3
OKLAHOMA-Nonmetropolitan Counties,McIntosh,18,11,7
OKLAHOMA-Nonmetropolitan Counties,Murray,10,5,5
OKLAHOMA-Nonmetropolitan Counties,Muskogee,37,32,5
OKLAHOMA-Nonmetropolitan Counties,Noble,18,5,13
OKLAHOMA-Nonmetropolitan Counties,Nowata,20,9,11
OKLAHOMA-Nonmetropolitan Counties,Okfuskee,14,6,8
OKLAHOMA-Nonmetropolitan Counties,Ottawa,34,14,20
OKLAHOMA-Nonmetropolitan Counties,Payne,82,32,50
OKLAHOMA-Nonmetropolitan Counties,Pittsburg,64,18,46
OKLAHOMA-Nonmetropolitan Counties,Pontotoc,37,15,22
OKLAHOMA-Nonmetropolitan Counties,Pottawatomie,27,22,5
OKLAHOMA-Nonmetropolitan Counties,Pushmataha,14,9,5
OKLAHOMA-Nonmetropolitan Counties,Roger Mills,12,7,5
OKLAHOMA-Nonmetropolitan Counties,Seminole,36,13,23
OKLAHOMA-Nonmetropolitan Counties,Stephens,60,22,38
OKLAHOMA-Nonmetropolitan Counties,Texas,43,12,31
OKLAHOMA-Nonmetropolitan Counties,Tillman,27,7,20
OKLAHOMA-Nonmetropolitan Counties,Washington,55,26,29
OKLAHOMA-Nonmetropolitan Counties,Washita,18,8,10
OKLAHOMA-Nonmetropolitan Counties,Woods,10,5,5
OKLAHOMA-Nonmetropolitan Counties,Woodward,26,9,17
OREGON-Metropolitan Counties,Benton,75,62,13
OREGON-Metropolitan Counties,Clackamas,426,218,208
OREGON-Metropolitan Counties,Columbia,41,35,6
OREGON-Metropolitan Counties,Deschutes,210,82,128
OREGON-Metropolitan Counties,Jackson,173,117,56
OREGON-Metropolitan Counties,Lane,345,65,280
OREGON-Metropolitan Counties,Marion,336,85,251
OREGON-Metropolitan Counties,Multnomah,733,105,628
OREGON-Metropolitan Counties,Polk,60,45,15
OREGON-Metropolitan Counties,Washington,539,240,299
OREGON-Metropolitan Counties,Yamhill,96,45,51
OREGON-Nonmetropolitan Counties,Baker,31,11,20
OREGON-Nonmetropolitan Counties,Clatsop,55,26,29
OREGON-Nonmetropolitan Counties,Coos,85,24,61
OREGON-Nonmetropolitan Counties,Crook,28,15,13
OREGON-Nonmetropolitan Counties,Curry,36,13,23
OREGON-Nonmetropolitan Counties,Douglas,144,112,32
OREGON-Nonmetropolitan Counties,Gilliam,7,6,1
OREGON-Nonmetropolitan Counties,Grant,16,5,11
OREGON-Nonmetropolitan Counties,Harney,17,11,6
OREGON-Nonmetropolitan Counties,Hood River,33,16,17
OREGON-Nonmetropolitan Counties,Jefferson,42,13,29
OREGON-Nonmetropolitan Counties,Josephine,98,35,63
OREGON-Nonmetropolitan Counties,Klamath,61,25,36
OREGON-Nonmetropolitan Counties,Lake,20,7,13
OREGON-Nonmetropolitan Counties,Lincoln,87,27,60
OREGON-Nonmetropolitan Counties,Linn,177,75,102
OREGON-Nonmetropolitan Counties,Malheur,60,25,35
OREGON-Nonmetropolitan Counties,Morrow,27,27,0
OREGON-Nonmetropolitan Counties,Sherman,7,6,1
OREGON-Nonmetropolitan Counties,Tillamook,60,56,4
OREGON-Nonmetropolitan Counties,Umatilla,74,49,25
OREGON-Nonmetropolitan Counties,Union,30,17,13
OREGON-Nonmetropolitan Counties,Wallowa,13,7,6
OREGON-Nonmetropolitan Counties,Wasco,29,16,13
OREGON-Nonmetropolitan Counties,Wheeler,3,3,0
PENNSYLVANIA-Metropolitan Counties,Allegheny,185,156,29
PENNSYLVANIA-Metropolitan Counties,Allegheny County Police Department,260,202,58
PENNSYLVANIA-Metropolitan Counties,Beaver,30,23,7
PENNSYLVANIA-Metropolitan Counties,Berks,109,95,14
PENNSYLVANIA-Metropolitan Counties,Blair,10,6,4
PENNSYLVANIA-Metropolitan Counties,Butler,25,19,6
PENNSYLVANIA-Metropolitan Counties,Centre,19,16,3
PENNSYLVANIA-Metropolitan Counties,Cumberland,33,27,6
PENNSYLVANIA-Metropolitan Counties,Erie,44,36,8
PENNSYLVANIA-Metropolitan Counties,Lancaster,62,53,9
PENNSYLVANIA-Metropolitan Counties,Mercer,18,15,3
PENNSYLVANIA-Metropolitan Counties,Montgomery,136,115,21
PENNSYLVANIA-Metropolitan Counties,Northampton,56,52,4
PENNSYLVANIA-Metropolitan Counties,Pike,20,17,3
PENNSYLVANIA-Metropolitan Counties,Washington,27,27,0
PENNSYLVANIA-Metropolitan Counties,Westmoreland,61,52,9
PENNSYLVANIA-Metropolitan Counties,York,118,108,10
PENNSYLVANIA-Nonmetropolitan Counties,Adams,11,9,2
PENNSYLVANIA-Nonmetropolitan Counties,Bedford,10,8,2
PENNSYLVANIA-Nonmetropolitan Counties,Clarion,11,8,3
PENNSYLVANIA-Nonmetropolitan Counties,Elk,6,5,1
PENNSYLVANIA-Nonmetropolitan Counties,Franklin,21,17,4
PENNSYLVANIA-Nonmetropolitan Counties,Greene,6,5,1
PENNSYLVANIA-Nonmetropolitan Counties,Indiana,19,16,3
PENNSYLVANIA-Nonmetropolitan Counties,Jefferson,5,4,1
PENNSYLVANIA-Nonmetropolitan Counties,Lawrence,15,11,4
PENNSYLVANIA-Nonmetropolitan Counties,Schuylkill,17,13,4
PENNSYLVANIA-Nonmetropolitan Counties,Snyder,5,5,0
PENNSYLVANIA-Nonmetropolitan Counties,Tioga,8,6,2
PENNSYLVANIA-Nonmetropolitan Counties,Warren,11,9,2
PENNSYLVANIA-Nonmetropolitan Counties,Wayne,15,12,3
SOUTH CAROLINA-Metropolitan Counties,Aiken,164,130,34
SOUTH CAROLINA-Metropolitan Counties,Anderson,373,222,151
SOUTH CAROLINA-Metropolitan Counties,Berkeley,238,143,95
SOUTH CAROLINA-Metropolitan Counties,Calhoun,25,22,3
SOUTH CAROLINA-Metropolitan Counties,Charleston,750,247,503
SOUTH CAROLINA-Metropolitan Counties,Darlington,131,73,58
SOUTH CAROLINA-Metropolitan Counties,Dorchester,233,125,108
SOUTH CAROLINA-Metropolitan Counties,Edgefield,60,31,29
SOUTH CAROLINA-Metropolitan Counties,Fairfield,52,46,6
SOUTH CAROLINA-Metropolitan Counties,Florence,226,118,108
SOUTH CAROLINA-Metropolitan Counties,Greenville,493,400,93
SOUTH CAROLINA-Metropolitan Counties,Horry,335,265,70
SOUTH CAROLINA-Metropolitan Counties,Horry County Police Department,249,230,19
SOUTH CAROLINA-Metropolitan Counties,Kershaw,76,68,8
SOUTH CAROLINA-Metropolitan Counties,Laurens,120,66,54
SOUTH CAROLINA-Metropolitan Counties,Lexington,380,247,133
SOUTH CAROLINA-Metropolitan Counties,Pickens,140,101,39
SOUTH CAROLINA-Metropolitan Counties,Richland,545,502,43
SOUTH CAROLINA-Metropolitan Counties,Saluda,53,18,35
SOUTH CAROLINA-Metropolitan Counties,Spartanburg,332,303,29
SOUTH CAROLINA-Metropolitan Counties,Sumter,135,121,14
SOUTH CAROLINA-Metropolitan Counties,York,199,174,25
SOUTH CAROLINA-Nonmetropolitan Counties,Abbeville,55,29,26
SOUTH CAROLINA-Nonmetropolitan Counties,Allendale,15,13,2
SOUTH CAROLINA-Nonmetropolitan Counties,Bamberg,16,13,3
SOUTH CAROLINA-Nonmetropolitan Counties,Barnwell,40,25,15
SOUTH CAROLINA-Nonmetropolitan Counties,Beaufort,260,234,26
SOUTH CAROLINA-Nonmetropolitan Counties,Cherokee,95,49,46
SOUTH CAROLINA-Nonmetropolitan Counties,Chester,107,43,64
SOUTH CAROLINA-Nonmetropolitan Counties,Chesterfield,88,44,44
SOUTH CAROLINA-Nonmetropolitan Counties,Clarendon,54,45,9
SOUTH CAROLINA-Nonmetropolitan Counties,Colleton,121,61,60
SOUTH CAROLINA-Nonmetropolitan Counties,Dillion,81,35,46
SOUTH CAROLINA-Nonmetropolitan Counties,Georgetown,172,95,77
SOUTH CAROLINA-Nonmetropolitan Counties,Greenwood,112,70,42
SOUTH CAROLINA-Nonmetropolitan Counties,Hampton,40,35,5
SOUTH CAROLINA-Nonmetropolitan Counties,Jasper,41,36,5
SOUTH CAROLINA-Nonmetropolitan Counties,Lancaster,139,86,53
SOUTH CAROLINA-Nonmetropolitan Counties,Lee,31,27,4
SOUTH CAROLINA-Nonmetropolitan Counties,Marion,40,37,3
SOUTH CAROLINA-Nonmetropolitan Counties,Marlboro,30,25,5
SOUTH CAROLINA-Nonmetropolitan Counties,McCormick,37,14,23
SOUTH CAROLINA-Nonmetropolitan Counties,Newberry,96,47,49
SOUTH CAROLINA-Nonmetropolitan Counties,Oconee,120,83,37
SOUTH CAROLINA-Nonmetropolitan Counties,Orangeburg,129,92,37
SOUTH CAROLINA-Nonmetropolitan Counties,Union,76,31,45
SOUTH CAROLINA-Nonmetropolitan Counties,Williamsburg,67,37,30
SOUTH DAKOTA-Metropolitan Counties,Lincoln,16,14,2
SOUTH DAKOTA-Metropolitan Counties,McCook,7,6,1
SOUTH DAKOTA-Metropolitan Counties,Meade,52,17,35
SOUTH DAKOTA-Metropolitan Counties,Minnehaha,192,84,108
SOUTH DAKOTA-Metropolitan Counties,Pennington,366,75,291
SOUTH DAKOTA-Metropolitan Counties,Turner,10,8,2
SOUTH DAKOTA-Metropolitan Counties,Union,25,9,16
SOUTH DAKOTA-Nonmetropolitan Counties,Aurora,4,3,1
SOUTH DAKOTA-Nonmetropolitan Counties,Beadle,25,6,19
SOUTH DAKOTA-Nonmetropolitan Counties,Bennett,5,3,2
SOUTH DAKOTA-Nonmetropolitan Counties,Bon Homme,8,3,5
SOUTH DAKOTA-Nonmetropolitan Counties,Brookings,22,14,8
SOUTH DAKOTA-Nonmetropolitan Counties,Brown,50,16,34
SOUTH DAKOTA-Nonmetropolitan Counties,Brule,9,4,5
SOUTH DAKOTA-Nonmetropolitan Counties,Buffalo,1,1,0
SOUTH DAKOTA-Nonmetropolitan Counties,Butte,13,4,9
SOUTH DAKOTA-Nonmetropolitan Counties,Campbell,2,2,0
SOUTH DAKOTA-Nonmetropolitan Counties,Charles Mix,13,5,8
SOUTH DAKOTA-Nonmetropolitan Counties,Clark,4,4,0
SOUTH DAKOTA-Nonmetropolitan Counties,Clay,11,7,4
SOUTH DAKOTA-Nonmetropolitan Counties,Codington,27,9,18
SOUTH DAKOTA-Nonmetropolitan Counties,Corson,4,3,1
SOUTH DAKOTA-Nonmetropolitan Counties,Custer,11,10,1
SOUTH DAKOTA-Nonmetropolitan Counties,Davison,8,6,2
SOUTH DAKOTA-Nonmetropolitan Counties,Day,6,3,3
SOUTH DAKOTA-Nonmetropolitan Counties,Deuel,8,4,4
SOUTH DAKOTA-Nonmetropolitan Counties,Dewey,4,3,1
SOUTH DAKOTA-Nonmetropolitan Counties,Douglas,2,2,0
SOUTH DAKOTA-Nonmetropolitan Counties,Edmunds,7,4,3
SOUTH DAKOTA-Nonmetropolitan Counties,Fall River,12,6,6
SOUTH DAKOTA-Nonmetropolitan Counties,Faulk,9,3,6
SOUTH DAKOTA-Nonmetropolitan Counties,Grant,9,3,6
SOUTH DAKOTA-Nonmetropolitan Counties,Gregory,3,2,1
SOUTH DAKOTA-Nonmetropolitan Counties,Haakon,2,2,0
SOUTH DAKOTA-Nonmetropolitan Counties,Hamlin,4,4,0
SOUTH DAKOTA-Nonmetropolitan Counties,Hand,4,3,1
SOUTH DAKOTA-Nonmetropolitan Counties,Hanson,2,2,0
SOUTH DAKOTA-Nonmetropolitan Counties,Harding,3,2,1
SOUTH DAKOTA-Nonmetropolitan Counties,Hughes,49,6,43
SOUTH DAKOTA-Nonmetropolitan Counties,Hutchinson,3,3,0
SOUTH DAKOTA-Nonmetropolitan Counties,Hyde,1,1,0
SOUTH DAKOTA-Nonmetropolitan Counties,Jackson,2,2,0
SOUTH DAKOTA-Nonmetropolitan Counties,Jerauld,4,3,1
SOUTH DAKOTA-Nonmetropolitan Counties,Jones,2,2,0
SOUTH DAKOTA-Nonmetropolitan Counties,Kingsbury,5,4,1
SOUTH DAKOTA-Nonmetropolitan Counties,Lake,10,5,5
SOUTH DAKOTA-Nonmetropolitan Counties,Lawrence,39,13,26
SOUTH DAKOTA-Nonmetropolitan Counties,Lyman,5,4,1
SOUTH DAKOTA-Nonmetropolitan Counties,Marshall,11,6,5
SOUTH DAKOTA-Nonmetropolitan Counties,McPherson,2,2,0
SOUTH DAKOTA-Nonmetropolitan Counties,Mellette,4,4,0
SOUTH DAKOTA-Nonmetropolitan Counties,Miner,4,3,1
SOUTH DAKOTA-Nonmetropolitan Counties,Moody,8,4,4
SOUTH DAKOTA-Nonmetropolitan Counties,Perkins,4,3,1
SOUTH DAKOTA-Nonmetropolitan Counties,Potter,3,2,1
SOUTH DAKOTA-Nonmetropolitan Counties,Roberts,27,4,23
SOUTH DAKOTA-Nonmetropolitan Counties,Sanborn,3,3,0
SOUTH DAKOTA-Nonmetropolitan Counties,Shannon,1,1,0
SOUTH DAKOTA-Nonmetropolitan Counties,Spink,13,8,5
SOUTH DAKOTA-Nonmetropolitan Counties,Stanley,6,5,1
SOUTH DAKOTA-Nonmetropolitan Counties,Sully,3,3,0
SOUTH DAKOTA-Nonmetropolitan Counties,Todd,1,1,0
SOUTH DAKOTA-Nonmetropolitan Counties,Tripp,5,4,1
SOUTH DAKOTA-Nonmetropolitan Counties,Walworth,10,3,7
SOUTH DAKOTA-Nonmetropolitan Counties,Yankton,28,10,18
SOUTH DAKOTA-Nonmetropolitan Counties,Ziebach,2,2,0
TENNESSEE-Metropolitan Counties,Anderson,163,60,103
TENNESSEE-Metropolitan Counties,Blount,271,129,142
TENNESSEE-Metropolitan Counties,Bradley,202,105,97
TENNESSEE-Metropolitan Counties,Cannon,32,13,19
TENNESSEE-Metropolitan Counties,Carter,94,50,44
TENNESSEE-Metropolitan Counties,Cheatham,72,36,36
TENNESSEE-Metropolitan Counties,Chester,49,14,35
TENNESSEE-Metropolitan Counties,Dickson,140,58,82
TENNESSEE-Metropolitan Counties,Fayette,92,40,52
TENNESSEE-Metropolitan Counties,Grainger,42,18,24
TENNESSEE-Metropolitan Counties,Hamblen,81,31,50
TENNESSEE-Metropolitan Counties,Hamilton,318,160,158
TENNESSEE-Metropolitan Counties,Hartsville-Trousdale,36,18,18
TENNESSEE-Metropolitan Counties,Hawkins,93,44,49
TENNESSEE-Metropolitan Counties,Hickman,39,20,19
TENNESSEE-Metropolitan Counties,Jefferson,94,43,51
TENNESSEE-Metropolitan Counties,Knox,"1,067",401,666
TENNESSEE-Metropolitan Counties,Loudon,64,39,25
TENNESSEE-Metropolitan Counties,Macon,60,24,36
TENNESSEE-Metropolitan Counties,Madison,231,74,157
TENNESSEE-Metropolitan Counties,Marion,49,20,29
TENNESSEE-Metropolitan Counties,Montgomery,317,82,235
TENNESSEE-Metropolitan Counties,Polk,49,18,31
TENNESSEE-Metropolitan Counties,Robertson,137,45,92
TENNESSEE-Metropolitan Counties,Rutherford,407,200,207
TENNESSEE-Metropolitan Counties,Sequatchie,39,18,21
TENNESSEE-Metropolitan Counties,Shelby,"1,845",521,"1,324"
TENNESSEE-Metropolitan Counties,Smith,54,25,29
TENNESSEE-Metropolitan Counties,Stewart,41,18,23
TENNESSEE-Metropolitan Counties,Sullivan,253,112,141
TENNESSEE-Metropolitan Counties,Sumner,248,71,177
TENNESSEE-Metropolitan Counties,Tipton,87,49,38
TENNESSEE-Metropolitan Counties,Unicoi,46,23,23
TENNESSEE-Metropolitan Counties,Union,35,21,14
TENNESSEE-Metropolitan Counties,Washington,207,83,124
TENNESSEE-Metropolitan Counties,Williamson,212,109,103
TENNESSEE-Metropolitan Counties,Wilson,225,91,134
TENNESSEE-Nonmetropolitan Counties,Bedford,87,36,51
TENNESSEE-Nonmetropolitan Counties,Benton,39,13,26
TENNESSEE-Nonmetropolitan Counties,Bledsoe,35,9,26
TENNESSEE-Nonmetropolitan Counties,Campbell,66,34,32
TENNESSEE-Nonmetropolitan Counties,Carroll,48,24,24
TENNESSEE-Nonmetropolitan Counties,Claiborne,91,33,58
TENNESSEE-Nonmetropolitan Counties,Clay,19,10,9
TENNESSEE-Nonmetropolitan Counties,Cocke,61,33,28
TENNESSEE-Nonmetropolitan Counties,Coffee,85,44,41
TENNESSEE-Nonmetropolitan Counties,Crockett,30,13,17
TENNESSEE-Nonmetropolitan Counties,Cumberland,105,48,57
TENNESSEE-Nonmetropolitan Counties,Decatur,32,14,18
TENNESSEE-Nonmetropolitan Counties,DeKalb,42,20,22
TENNESSEE-Nonmetropolitan Counties,Dyer,78,35,43
TENNESSEE-Nonmetropolitan Counties,Fentress,33,20,13
TENNESSEE-Nonmetropolitan Counties,Franklin,55,35,20
TENNESSEE-Nonmetropolitan Counties,Gibson,73,31,42
TENNESSEE-Nonmetropolitan Counties,Giles,60,29,31
TENNESSEE-Nonmetropolitan Counties,Greene,156,64,92
TENNESSEE-Nonmetropolitan Counties,Grundy,31,17,14
TENNESSEE-Nonmetropolitan Counties,Hancock,33,11,22
TENNESSEE-Nonmetropolitan Counties,Hardeman,68,27,41
TENNESSEE-Nonmetropolitan Counties,Hardin,49,20,29
TENNESSEE-Nonmetropolitan Counties,Haywood,47,22,25
TENNESSEE-Nonmetropolitan Counties,Henderson,62,27,35
TENNESSEE-Nonmetropolitan Counties,Henry,65,33,32
TENNESSEE-Nonmetropolitan Counties,Houston,25,12,13
TENNESSEE-Nonmetropolitan Counties,Humphreys,38,20,18
TENNESSEE-Nonmetropolitan Counties,Jackson,41,13,28
TENNESSEE-Nonmetropolitan Counties,Johnson,41,16,25
TENNESSEE-Nonmetropolitan Counties,Lake,21,10,11
TENNESSEE-Nonmetropolitan Counties,Lauderdale,63,21,42
TENNESSEE-Nonmetropolitan Counties,Lawrence,90,45,45
TENNESSEE-Nonmetropolitan Counties,Lewis,29,13,16
TENNESSEE-Nonmetropolitan Counties,Lincoln,61,26,35
TENNESSEE-Nonmetropolitan Counties,Marshall,49,22,27
TENNESSEE-Nonmetropolitan Counties,Maury,149,81,68
TENNESSEE-Nonmetropolitan Counties,McMinn,84,32,52
TENNESSEE-Nonmetropolitan Counties,McNairy,35,17,18
TENNESSEE-Nonmetropolitan Counties,Meigs,24,14,10
TENNESSEE-Nonmetropolitan Counties,Monroe,67,35,32
TENNESSEE-Nonmetropolitan Counties,Moore,26,13,13
TENNESSEE-Nonmetropolitan Counties,Morgan,45,18,27
TENNESSEE-Nonmetropolitan Counties,Obion,62,25,37
TENNESSEE-Nonmetropolitan Counties,Overton,54,23,31
TENNESSEE-Nonmetropolitan Counties,Perry,35,16,19
TENNESSEE-Nonmetropolitan Counties,Pickett,16,10,6
TENNESSEE-Nonmetropolitan Counties,Putnam,126,62,64
TENNESSEE-Nonmetropolitan Counties,Rhea,54,54,0
TENNESSEE-Nonmetropolitan Counties,Roane,77,41,36
TENNESSEE-Nonmetropolitan Counties,Scott,65,26,39
TENNESSEE-Nonmetropolitan Counties,Sevier,116,93,23
TENNESSEE-Nonmetropolitan Counties,Van Buren,15,8,7
TENNESSEE-Nonmetropolitan Counties,Warren,82,42,40
TENNESSEE-Nonmetropolitan Counties,Wayne,46,17,29
TENNESSEE-Nonmetropolitan Counties,Weakley,44,22,22
TENNESSEE-Nonmetropolitan Counties,White,60,29,31
TEXAS-Metropolitan Counties,Aransas,76,22,54
TEXAS-Metropolitan Counties,Archer,17,8,9
TEXAS-Metropolitan Counties,Armstrong,7,3,4
TEXAS-Metropolitan Counties,Atascosa,79,32,47
TEXAS-Metropolitan Counties,Austin,67,31,36
TEXAS-Metropolitan Counties,Bandera,66,26,40
TEXAS-Metropolitan Counties,Bastrop,206,76,130
TEXAS-Metropolitan Counties,Bell,256,89,167
TEXAS-Metropolitan Counties,Bexar,"1,675",527,"1,148"
TEXAS-Metropolitan Counties,Bowie,47,40,7
TEXAS-Metropolitan Counties,Brazoria,345,166,179
TEXAS-Metropolitan Counties,Brazos,226,99,127
